Gene ID,TSS ID,Transcript ID,gene name,chromosome,strand,TSS source,primary TSS 5prime,primary TSS 3prime,secondary TSS 5prime,secondary TSS 3prime
LH13993,TSS89530,"CUFF.41912.1,CUFF.41912.2",-,chr6,-,"CAGE, robust peak",86159668,86159695,86159617,86159639
LH13994,TSS89531,CUFF.41915.1,-,chr6,-,Annotation,86356991,86356991,86356991,86356991
LH13995,TSS89533,P1,SNHG5,chr6,-,"CAGE, primary peaks",86387372,86387377,86387372,86387377
LH13995,TSS89533,P2,SNHG5,chr6,-,"CAGE, primary peaks",86387882,86387928,86387882,86387928
LH13996,TSS89534,P1,SNHG5,chr6,-,"CAGE, primary peaks",86388438,86388458,86388438,86388458
LH13996,TSS89534,P2,SNHG5,chr6,-,"CAGE, primary peaks",86387882,86387928,86387882,86387928
LH13996,TSS89535,"ENST00000433843,ENST00000425170",SNHG5,chr6,-,"CAGE, robust peak",86387962,86387979,86387882,86387928
LH13997,TSS89532,P1P2,SNHG5,chr6,-,"CAGE, primary peaks",86388438,86388458,86388438,86388458
LH13998,TSS89543,CUFF.41924.1,-,chr6,-,Annotation,87975954,87975954,87975954,87975954
LH13999,TSS89544,CUFF.41927.1,-,chr6,-,Annotation,88053253,88053253,88053253,88053253
LH14000,TSS89556,CUFF.41969.4,RP11-459O1.2,chr6,-,Annotation,89025452,89025452,89025452,89025452
LH14001,TSS89558,P1P2,RP11-459O1.2,chr6,-,"CAGE, primary peaks",89131125,89131135,89131125,89131135
LH14002,TSS89564,CUFF.41980.1,-,chr6,-,Annotation,89774286,89774286,89774286,89774286
LH14003,TSS89622,"CUFF.42094.10,CUFF.42094.12",-,chr6,-,Annotation,94543058,94543058,94543058,94543058
LH14004,TSS89635,CUFF.42110.12,-,chr6,-,Annotation,95533879,95533879,95533879,95533879
LH14005,TSS89644,NLT_00006654,LINC-MANEA-2,chr6,-,Annotation,96016330,96016330,96016330,96016330
LH14006,TSS89642,P1P2,MANEA-AS1,chr6,-,"CAGE, primary peaks",96025285,96025330,96025536,96025600
LH14007,TSS89650,CUFF.42127.2,-,chr6,-,Annotation,96663479,96663479,96663479,96663479
LH14008,TSS89690,CUFF.42090.1,-,chr6,-,Annotation,99716605,99716605,99716605,99716605
LH14009,TSS89691,CUFF.42115.1,-,chr6,-,Annotation,99981667,99981667,99981667,99981667
LH14010,TSS89706,CUFF.42151.1,-,chr6,-,Annotation,102618016,102618016,102618016,102618016
LH14011,TSS89778,ENST00000449180,RP11-404H14.1,chr6,-,Annotation,106807592,106807592,106807592,106807592
LH14012,TSS89799,P1P2,RP1-67A8.3,chr6,-,"CAGE, primary peaks",107833033,107833035,107833033,107833035
LH14013,TSS89830,P1P2,ARMC2-AS1,chr6,-,"CAGE, primary peaks",109245305,109245343,109245305,109245343
LH14014,TSS89833,CUFF.42233.1,-,chr6,-,Annotation,109606005,109606005,109606005,109606005
LH14015,TSS89837,CUFF.42246.1,-,chr6,-,Annotation,110185017,110185017,110185017,110185017
LH14016,TSS89848,CUFF.42273.1,-,chr6,-,Annotation,111219123,111219123,111219123,111219123
LH14017,TSS89849,"CUFF.42273.2,CUFF.42273.3",-,chr6,-,Annotation,111220052,111220052,111220052,111220052
LH14017,TSS89849,CUFF.42273.4,-,chr6,-,Annotation,111220167,111220167,111220167,111220167
LH14018,TSS89850,CUFF.42275.1,-,chr6,-,Annotation,111292505,111292505,111292505,111292505
LH14019,TSS89851,CUFF.42276.1,-,chr6,-,Annotation,111298697,111298697,111298697,111298697
LH14020,TSS89852,CUFF.42274.1,-,chr6,-,Annotation,111350119,111350119,111350119,111350119
LH14021,TSS89853,"CUFF.42272.1,CUFF.42272.2",-,chr6,-,Annotation,111374082,111374082,111374082,111374082
LH14022,TSS89863,P1P2,REV3L-IT1,chr6,-,"CAGE, primary peaks",111682893,111682897,111682893,111682897
LH14023,TSS89869,CUFF.42309.1,-,chr6,-,Annotation,112426967,112426967,112426967,112426967
LH14024,TSS89887,CUFF.42338.15,RP11-437J19.1,chr6,-,Annotation,113690793,113690793,113690793,113690793
LH14025,TSS89891,CUFF.42339.1,-,chr6,-,Annotation,113695837,113695837,113695837,113695837
LH14026,TSS89888,CUFF.42338.19,RP11-437J19.1,chr6,-,Annotation,113702561,113702561,113702561,113702561
LH14027,TSS89892,CUFF.42334.1,-,chr6,-,Annotation,113710345,113710345,113710345,113710345
LH14028,TSS89893,P1P2,RP1-124C6.1,chr6,-,"CAGE, primary peaks",113754604,113754624,113754604,113754624
LH14029,TSS89917,"CUFF.42584.1,CUFF.42584.2",RP3-399L15.3,chr6,-,Annotation,114751304,114751304,114751304,114751304
LH14030,TSS89931,ENST00000457319,RP3-486I3.5,chr6,-,Annotation,116565891,116565891,116565891,116565891
LH14031,TSS89932,CUFF.42386.1,-,chr6,-,Annotation,116569630,116569630,116569630,116569630
LH14032,TSS89933,CUFF.42427.2,RP1-93H18.1,chr6,-,"CAGE, robust peak",116691995,116692022,116691995,116692022
LH14033,TSS89934,CUFF.42393.1,RP1-93H18.7,chr6,-,Annotation,116766137,116766137,116766137,116766137
LH14034,TSS89937,CUFF.42388.1,-,chr6,-,CAGE permissive peak,116892349,116892378,116892219,116892226
LH14035,TSS89938,CUFF.42390.1,-,chr6,-,CAGE permissive peak,116937467,116937478,116937437,116937459
LH14036,TSS89940,P1P2,-,chr6,-,"CAGE, primary peaks",117002165,117002168,117002015,117002017
LH14037,TSS89962,CUFF.42418.1,-,chr6,-,Annotation,117858600,117858600,117858600,117858600
LH14038,TSS89964,P1P2,LINC-NUS1-1,chr6,-,"CAGE, primary peaks",117996454,117996506,117996357,117996397
LH14038,TSS89965,P1P2,LINC-NUS1-1,chr6,-,"CAGE, primary peaks",117996454,117996506,117996357,117996397
LH14039,TSS89969,CUFF.42445.1,-,chr6,-,Annotation,118651716,118651716,118651716,118651716
LH14040,TSS89976,CUFF.42430.1,-,chr6,-,Annotation,119125865,119125865,119125865,119125865
LH14041,TSS90002,CUFF.42550.2,-,chr6,-,Annotation,121962889,121962889,121962889,121962889
LH14042,TSS90027,CUFF.42488.3,-,chr6,-,Annotation,122609255,122609255,122609255,122609255
LH14043,TSS90035,CUFF.42474.2,-,chr6,-,"CAGE, robust peak",123110339,123110365,123110339,123110365
LH14044,TSS90044,CUFF.42598.18,RP11-510H23.1,chr6,-,Annotation,125285489,125285489,125285489,125285489
LH14045,TSS90047,CUFF.42482.1,-,chr6,-,Annotation,125588964,125588964,125588964,125588964
LH14046,TSS90060,CUFF.42561.10,RP11-624M8.1,chr6,-,Annotation,125965641,125965641,125965641,125965641
LH14047,TSS90062,ENST00000606334,RP11-624M8.1,chr6,-,Annotation,126066756,126066756,126066756,126066756
LH14048,TSS90065,CUFF.42486.1,-,chr6,-,Annotation,126080591,126080591,126080591,126080591
LH14049,TSS90071,CUFF.42491.1,-,chr6,-,Annotation,126249898,126249898,126249898,126249898
LH14050,TSS90072,CUFF.42492.1,-,chr6,-,Annotation,126253181,126253181,126253181,126253181
LH14051,TSS90079,CUFF.42500.1,-,chr6,-,Annotation,126593483,126593483,126593483,126593483
LH14052,TSS90104,ENST00000450483,RP1-86D1.3,chr6,-,Annotation,128770446,128770446,128770446,128770446
LH14053,TSS90113,CUFF.42524.2,-,chr6,-,Annotation,129592766,129592766,129592766,129592766
LH14054,TSS90114,CUFF.42527.1,-,chr6,-,Annotation,129798256,129798256,129798256,129798256
LH14055,TSS90119,ENST00000442449,RP1-69D17.3,chr6,-,Annotation,129802555,129802555,129802555,129802555
LH14056,TSS90117,CUFF.42528.3,RP1-69D17.3,chr6,-,Annotation,129809552,129809552,129809552,129809552
LH14057,TSS90118,CUFF.42528.4,RP1-69D17.3,chr6,-,Annotation,129810051,129810051,129810051,129810051
LH14058,TSS90120,CUFF.42532.2,RP1-69D17.4,chr6,-,Annotation,129879774,129879774,129879774,129879774
LH14059,TSS90131,ENST00000415964,RP11-73O6.3,chr6,-,Annotation,130463972,130463972,130463972,130463972
LH14060,TSS90148,CUFF.42589.1,-,chr6,-,Annotation,131622879,131622879,131622879,131622879
LH14061,TSS90139,CUFF.42588.3,-,chr6,-,Annotation,131650239,131650239,131650239,131650239
LH14062,TSS90140,CUFF.42588.4,-,chr6,-,Annotation,131668637,131668637,131668637,131668637
LH14063,TSS90141,CUFF.42588.1,-,chr6,-,Annotation,131671014,131671014,131671014,131671014
LH14064,TSS90149,CUFF.42595.1,-,chr6,-,Annotation,131729648,131729648,131729648,131729648
LH14065,TSS90155,CUFF.42578.1,-,chr6,-,CAGE permissive peak,133134461,133134482,133134461,133134482
LH14066,TSS90169,ENST00000419627,RP3-323P13.2,chr6,-,Annotation,134167089,134167089,134167089,134167089
LH14067,TSS90172,CUFF.42603.1,-,chr6,-,Annotation,134489649,134489649,134489649,134489649
LH14068,TSS90187,ENST00000607531,RP11-557H15.4,chr6,-,Annotation,134855807,134855807,134855807,134855807
LH14069,TSS90194,CUFF.42619.1,-,chr6,-,CAGE permissive peak,135502328,135502353,135502278,135502290
LH14070,TSS90196,ENST00000455534,MYB-AS1,chr6,-,Annotation,135517133,135517133,135517133,135517133
LH14071,TSS90199,CUFF.42630.1,-,chr6,-,Annotation,135527105,135527105,135527105,135527105
LH14072,TSS90197,CUFF.42629.4,-,chr6,-,Annotation,135556913,135556913,135556913,135556913
LH14073,TSS90219,ENST00000413745,RP13-143G15.3,chr6,-,Annotation,136385776,136385776,136385776,136385776
LH14074,TSS90218,ENST00000419926,RP13-143G15.3,chr6,-,Annotation,136393965,136393965,136393965,136393965
LH14075,TSS90220,CUFF.42663.3,RP13-143G15.4,chr6,-,Annotation,136471806,136471806,136471806,136471806
LH14076,TSS90225,ENST00000585946,RP13-143G15.4,chr6,-,Annotation,136513013,136513013,136513013,136513013
LH14077,TSS90223,P1P2,RP13-143G15.4,chr6,-,"CAGE, primary peaks",136546754,136546779,136546754,136546779
LH14077,TSS90224,P1P2,RP13-143G15.4,chr6,-,"CAGE, primary peaks",136546754,136546779,136546754,136546779
LH14078,TSS90228,ENST00000564248,RP3-406A7.7,chr6,-,Annotation,136657225,136657225,136657225,136657225
LH14079,TSS90230,CUFF.42647.1,-,chr6,-,Annotation,137235652,137235652,137235652,137235652
LH14080,TSS90262,P1P2,RP11-356I2.4,chr6,-,"CAGE, primary peaks",138182381,138182382,138182381,138182382
LH14081,TSS90263,CUFF.42719.14,RP11-356I2.4,chr6,-,Annotation,138184611,138184611,138184611,138184611
LH14082,TSS90266,P1P2,RP11-356I2.4,chr6,-,"CAGE, primary peaks",138188920,138188927,138188876,138188886
LH14083,TSS90261,P1P2,RP11-356I2.4,chr6,-,"CAGE, primary peaks",138189241,138189298,138189361,138189381
LH14084,TSS90271,ENST00000417932,RP11-10J5.1,chr6,-,Annotation,138266939,138266939,138266939,138266939
LH14085,TSS90282,NLT_00006739,LINC-NHSL1-2,chr6,-,Annotation,139057060,139057060,139057060,139057060
LH14086,TSS90285,P1P2,-,chr6,-,"CAGE, primary peaks",139094779,139094816,139094832,139094845
LH14087,TSS90292,P1P2,RP1-225E12.2,chr6,-,"CAGE, primary peaks",139560459,139560472,139560459,139560472
LH14088,TSS90320,CUFF.42779.5,RP3-332B22.1,chr6,-,Annotation,140465858,140465858,140465858,140465858
LH14089,TSS90341,"CUFF.42868.10,ENST00000455011",RP3-460G2.2,chr6,-,Annotation,141174061,141174061,141174061,141174061
LH14090,TSS90339,CUFF.42868.9,RP3-460G2.2,chr6,-,Annotation,141180059,141180059,141180059,141180059
LH14091,TSS90340,"CUFF.42868.11,CUFF.42868.12,CUFF.42868.14","RP3-460G2.2,-",chr6,-,Annotation,141219570,141219570,141219570,141219570
LH14092,TSS90356,CUFF.42772.1,-,chr6,-,Annotation,142136407,142136407,142136407,142136407
LH14093,TSS90357,CUFF.42772.4,-,chr6,-,Annotation,142167089,142167089,142167089,142167089
LH14094,TSS90362,CUFF.42750.1,-,chr6,-,Annotation,142546130,142546130,142546130,142546130
LH14095,TSS90375,ENST00000421237,RP11-439L18.2,chr6,-,Annotation,143277835,143277835,143277835,143277835
LH14096,TSS90384,CUFF.42757.1,-,chr6,-,Annotation,143528884,143528884,143528884,143528884
LH14097,TSS90385,CUFF.42757.2,-,chr6,-,Annotation,143555869,143555869,143555869,143555869
LH14098,TSS90396,CUFF.42792.3,-,chr6,-,CAGE permissive peak,144606463,144606497,144606252,144606260
LH14099,TSS90446,ENST00000433308,STXBP5-AS1,chr6,-,Annotation,147172141,147172141,147172141,147172141
LH14100,TSS90439,P1P2,STXBP5-AS1,chr6,-,"CAGE, primary peaks",147236967,147236996,147236997,147237046
LH14101,TSS90447,ENST00000458125,STXBP5-AS1,chr6,-,Annotation,147440599,147440599,147440599,147440599
LH14102,TSS90442,P1P2,STXBP5-AS1,chr6,-,"CAGE, primary peaks",147453063,147453073,147453063,147453073
LH14103,TSS90444,P1P2,STXBP5-AS1,chr6,-,"CAGE, primary peaks",147525696,147525705,147525771,147525792
LH14104,TSS90451,CUFF.42809.1,-,chr6,-,Annotation,147674845,147674845,147674845,147674845
LH14105,TSS90455,CUFF.42824.1,-,chr6,-,Annotation,147863606,147863606,147863606,147863606
LH14106,TSS90462,ENST00000417838,RP11-631F7.2,chr6,-,Annotation,148458540,148458540,148458540,148458540
LH14107,TSS90472,CUFF.42832.1,-,chr6,-,Annotation,149082128,149082128,149082128,149082128
LH14108,TSS90476,P1P2,RP11-162J8.3,chr6,-,"CAGE, primary peaks",149353741,149353758,149353827,149353847
LH14109,TSS90477,CUFF.42842.2,RP11-162J8.3,chr6,-,Annotation,149354296,149354296,149354296,149354296
LH14110,TSS90478,CUFF.42874.1,-,chr6,-,Annotation,149490910,149490910,149490910,149490910
LH14111,TSS90479,"CUFF.42874.2,CUFF.42874.3",RP1-111D6.3,chr6,-,Annotation,149556119,149556119,149556119,149556119
LH14112,TSS90485,CUFF.42858.1,RP1-12G14.6,chr6,-,Annotation,149911934,149911934,149911934,149911934
LH14113,TSS90487,ENST00000419134,RP1-12G14.7,chr6,-,Annotation,149913799,149913799,149913799,149913799
LH14114,TSS90489,ENST00000455607,RP11-350J20.5,chr6,-,Annotation,150119308,150119308,150119308,150119308
LH14115,TSS90522,CUFF.42910.1,-,chr6,-,Annotation,151341341,151341341,151341341,151341341
LH14116,TSS90528,CUFF.42916.1,-,chr6,-,Annotation,151789892,151789892,151789892,151789892
LH14117,TSS90531,CUFF.42915.3,-,chr6,-,Annotation,151816374,151816374,151816374,151816374
LH14118,TSS90533,CUFF.42923.1,-,chr6,-,Annotation,151937977,151937977,151937977,151937977
LH14119,TSS90548,CUFF.42933.1,-,chr6,-,Annotation,152185463,152185463,152185463,152185463
LH14120,TSS90552,"CUFF.42965.9,CUFF.42965.10,CUFF.42965.11,CUFF.42965.14","RP1-200K18.1,-",chr6,-,Annotation,153197106,153197106,153197106,153197106
LH14121,TSS90576,CUFF.42958.1,-,chr6,-,Annotation,155147396,155147396,155147396,155147396
LH14122,TSS90580,CUFF.42974.1,-,chr6,-,Annotation,155311929,155311929,155311929,155311929
LH14123,TSS90581,CUFF.42975.1,-,chr6,-,Annotation,155312807,155312807,155312807,155312807
LH14124,TSS90583,ENST00000435295,RP11-477D19.2,chr6,-,Annotation,155577858,155577858,155577858,155577858
LH14125,TSS90630,ENST00000604792,RP11-230C9.3,chr6,-,CAGE permissive peak,157101579,157101594,157101579,157101594
LH14126,TSS90631,CUFF.42996.1,-,chr6,-,Annotation,157267308,157267308,157267308,157267308
LH14127,TSS90637,CUFF.43002.1,-,chr6,-,Annotation,157495820,157495820,157495820,157495820
LH14128,TSS90638,CUFF.43004.1,-,chr6,-,Annotation,157531900,157531900,157531900,157531900
LH14129,TSS90639,CUFF.43004.2,-,chr6,-,Annotation,157532641,157532641,157532641,157532641
LH14130,TSS90646,CUFF.43019.1,-,chr6,-,Annotation,157734903,157734903,157734903,157734903
LH14131,TSS90647,"CUFF.43019.2,CUFF.43019.3",-,chr6,-,Annotation,157735342,157735342,157735342,157735342
LH14132,TSS90648,CUFF.43021.1,-,chr6,-,Annotation,157809257,157809257,157809257,157809257
LH14133,TSS90655,CUFF.43063.1,-,chr6,-,Annotation,158231619,158231619,158231619,158231619
LH14134,TSS90662,"ENST00000422776,ENST00000457427",RP11-52J3.2,chr6,-,Annotation,158296242,158296242,158296242,158296242
LH14135,TSS90663,ENST00000446768,RP3-403L10.3,chr6,-,Annotation,158313818,158313818,158313818,158313818
LH14136,TSS90666,CUFF.43031.1,-,chr6,-,Annotation,158522770,158522770,158522770,158522770
LH14137,TSS90667,CUFF.43036.1,-,chr6,-,Annotation,158620348,158620348,158620348,158620348
LH14138,TSS90668,CUFF.43036.2,-,chr6,-,Annotation,158621032,158621032,158621032,158621032
LH14139,TSS90673,CUFF.43041.1,-,chr6,-,Annotation,158995961,158995961,158995961,158995961
LH14140,TSS90682,CUFF.43052.1,-,chr6,-,Annotation,159368941,159368941,159368941,159368941
LH14141,TSS90717,P1P2,-,chr6,-,"CAGE, primary peaks",160176429,160176437,160176429,160176437
LH14142,TSS90721,CUFF.43089.7,RP11-288H12.4,chr6,-,Annotation,160532539,160532539,160532539,160532539
LH14143,TSS90749,P1P2,RP3-428L16.2,chr6,-,"CAGE, primary peaks",161413438,161413464,161413474,161413496
LH14144,TSS90754,"CUFF.43147.5,CUFF.43147.6",-,chr6,-,Annotation,161736404,161736404,161736404,161736404
LH14145,TSS90776,P1P2,CAHM,chr6,-,"CAGE, primary peaks",163834773,163834788,163834917,163834936
LH14146,TSS90778,CUFF.43144.1,-,chr6,-,Annotation,163966243,163966243,163966243,163966243
LH14147,TSS90803,CUFF.43456.8,-,chr6,-,CAGE permissive peak,164759144,164759155,164759144,164759155
LH14148,TSS90810,P1P2,-,chr6,-,"CAGE, primary peaks",165235649,165235695,165235649,165235695
LH14149,TSS90815,CUFF.43160.1,-,chr6,-,Annotation,166103794,166103794,166103794,166103794
LH14150,TSS90823,P1P2,LINC00473,chr6,-,"CAGE, primary peaks",166401530,166401566,166401442,166401508
LH14150,TSS90824,P1P2,LINC00473,chr6,-,"CAGE, primary peaks",166401530,166401566,166401442,166401508
LH14151,TSS90843,P1P2,RP1-167A14.2,chr6,-,"CAGE, primary peaks",167412558,167412603,167412511,167412525
LH14152,TSS90860,CUFF.43354.1,RP11-568A7.3,chr6,-,Annotation,167680174,167680174,167680174,167680174
LH14153,TSS90868,P1P2,TTLL2-ASTUCP1,chr6,-,"CAGE, primary peaks",167765005,167765028,167764803,167764819
LH14153,TSS90872,P1P2,TTLL2-ASTUCP1,chr6,-,"CAGE, primary peaks",167765005,167765028,167764803,167764819
LH14154,TSS90876,CUFF.43228.1,-,chr6,-,Annotation,167854117,167854117,167854117,167854117
LH14155,TSS90914,ENST00000425438,MLLT4-AS1,chr6,-,Annotation,168225454,168225454,168225454,168225454
LH14156,TSS90915,ENST00000417244,MLLT4-AS1,chr6,-,Annotation,168226140,168226140,168226140,168226140
LH14157,TSS90913,P1P2,MLLT4-AS1,chr6,-,"CAGE, primary peaks",168227461,168227477,168227489,168227507
LH14158,TSS90981,P1P2,RP11-417E7.1,chr6,-,"CAGE, primary peaks",169562893,169562942,169562989,169563008
LH14159,TSS91006,P1P2,RP1-137D17.1,chr6,-,"CAGE, primary peaks",169788495,169788504,169788476,169788484
LH14160,TSS91015,ENST00000413088,RP1-266L20.2,chr6,-,CAGE permissive peak,170125814,170125820,170125814,170125820
LH14161,TSS91016,CUFF.43326.1,-,chr6,-,Annotation,170167179,170167179,170167179,170167179
LH14162,TSS91022,ENST00000437615,LINC00242,chr6,-,Annotation,170198921,170198921,170198921,170198921
LH14163,TSS91075,CUFF.43686.2,RP11-302L19.1,chr6,-,Annotation,170481345,170481345,170481345,170481345
LH14164,TSS91084,CUFF.43361.7,-,chr6,-,Annotation,170697391,170697391,170697391,170697391
LH14165,TSS91086,CUFF.43361.13,-,chr6,-,Annotation,170709403,170709403,170709403,170709403
LH14166,TSS91099,CUFF.43372.3,-,chr6,-,Annotation,170921789,170921789,170921789,170921789
LH14167,TSS91102,CUFF.43375.1,-,chr6,-,Annotation,171050203,171050203,171050203,171050203
LH14168,TSS91104,CUFF.43579.2,-,chr7,+,Annotation,65753,65753,65753,65753
LH14169,TSS91118,CUFF.43593.18,AC093627.10,chr7,+,Annotation,152679,152679,152679,152679
LH14170,TSS91159,"CUFF.43399.4,CUFF.43399.5",AC147651.4,chr7,+,CAGE permissive peak,641453,641460,641677,641710
LH14171,TSS91163,P1P2,AC147651.4,chr7,+,"CAGE, primary peaks",642436,642459,642436,642459
LH14172,TSS91164,CUFF.43396.1,-,chr7,+,CAGE permissive peak,781801,781803,781801,781803
LH14173,TSS91171,CUFF.43405.1,-,chr7,+,"CAGE, robust peak",1015308,1015318,1015308,1015318
LH14174,TSS91173,CUFF.43409.4,-,chr7,+,Annotation,1040011,1040011,1040011,1040011
LH14175,TSS91180,CUFF.43411.1,-,chr7,+,CAGE permissive peak,1163311,1163317,1163685,1163710
LH14176,TSS91181,CUFF.43410.1,-,chr7,+,Annotation,1187692,1187692,1187692,1187692
LH14177,TSS91182,P1P2,AC091729.9,chr7,+,"CAGE, primary peaks",1200053,1200135,1200038,1200051
LH14177,TSS91183,P1P2,AC091729.9,chr7,+,"CAGE, primary peaks",1200053,1200135,1200038,1200051
LH14178,TSS91200,CUFF.43442.1,-,chr7,+,Annotation,1492648,1492648,1492648,1492648
LH14179,TSS91201,P1P2,AC102953.4,chr7,+,"CAGE, primary peaks",1499553,1499596,1499485,1499530
LH14180,TSS91203,CUFF.43443.1,-,chr7,+,Annotation,1533106,1533106,1533106,1533106
LH14181,TSS91204,CUFF.43445.1,-,chr7,+,"CAGE, robust peak",1544069,1544094,1544227,1544236
LH14182,TSS91215,P1P2,PSMG3-AS1,chr7,+,"CAGE, primary peaks",1609694,1609760,1609817,1609828
LH14182,TSS91216,P1P2,PSMG3-AS1,chr7,+,"CAGE, primary peaks",1609765,1609791,1609817,1609828
LH14182,TSS91217,P1P2,PSMG3-AS1,chr7,+,"CAGE, primary peaks",1609832,1609846,1609817,1609828
LH14183,TSS91240,CUFF.43492.1,-,chr7,+,Annotation,2296574,2296574,2296574,2296574
LH14184,TSS91245,ENST00000313156,AC004840.9,chr7,+,Annotation,2477398,2477398,2477398,2477398
LH14185,TSS91249,CUFF.43494.1,-,chr7,+,Annotation,2492470,2492470,2492470,2492470
LH14186,TSS91256,CUFF.43508.1,-,chr7,+,Annotation,2573612,2573612,2573612,2573612
LH14187,TSS91257,CUFF.43509.1,-,chr7,+,Annotation,2575329,2575329,2575329,2575329
LH14188,TSS91260,CUFF.43525.1,-,chr7,+,Annotation,2762574,2762574,2762574,2762574
LH14189,TSS91266,CUFF.43520.1,-,chr7,+,Annotation,2944477,2944477,2944477,2944477
LH14190,TSS91268,P1P2,AC004906.3,chr7,+,"CAGE, primary peaks",2983667,2983670,2983705,2983707
LH14191,TSS91293,CUFF.43552.1,-,chr7,+,Annotation,4692457,4692457,4692457,4692457
LH14192,TSS91304,CUFF.43594.6,AC092171.2,chr7,+,Annotation,5461094,5461094,5461094,5461094
LH14193,TSS91314,ENST00000609130,RP11-1275H24.2,chr7,+,"CAGE, robust peak",5465583,5465586,5465583,5465586
LH14194,TSS91308,ENST00000608012,RP11-1275H24.3,chr7,+,"CAGE, robust peak",5468384,5468388,5468384,5468388
LH14195,TSS91315,CUFF.43629.1,-,chr7,+,Annotation,5472548,5472548,5472548,5472548
LH14196,TSS91309,CUFF.43626.11,-,chr7,+,Annotation,5473813,5473813,5473813,5473813
LH14197,TSS91310,CUFF.43626.12,-,chr7,+,Annotation,5476677,5476677,5476677,5476677
LH14198,TSS91316,CUFF.43574.1,-,chr7,+,Annotation,5509321,5509321,5509321,5509321
LH14199,TSS91318,CUFF.43601.1,AC092171.4,chr7,+,Annotation,5515071,5515071,5515071,5515071
LH14200,TSS91319,ENST00000444210,AC092171.4,chr7,+,Annotation,5515435,5515435,5515435,5515435
LH14201,TSS91320,CUFF.43597.1,-,chr7,+,Annotation,5533136,5533136,5533136,5533136
LH14202,TSS91321,CUFF.43597.2,-,chr7,+,Annotation,5534136,5534136,5534136,5534136
LH14203,TSS91322,P1P2,-,chr7,+,"CAGE, primary peaks",5553495,5553530,5553472,5553491
LH14204,TSS91336,CUFF.43611.1,-,chr7,+,Annotation,6204275,6204275,6204275,6204275
LH14205,TSS91339,CUFF.43618.1,-,chr7,+,Annotation,6446793,6446793,6446793,6446793
LH14206,TSS91344,CUFF.43637.1,-,chr7,+,Annotation,6558980,6558980,6558980,6558980
LH14207,TSS91345,ENST00000564837,RP11-611L7.1,chr7,+,Annotation,6694495,6694495,6694495,6694495
LH14208,TSS91346,P1P2,AC073343.13,chr7,+,"CAGE, primary peaks",6703599,6703634,6703582,6703593
LH14209,TSS91348,CUFF.43622.1,-,chr7,+,Annotation,6978847,6978847,6978847,6978847
LH14210,TSS91365,ENST00000449931,AC006042.6,chr7,+,Annotation,8153655,8153655,8153655,8153655
LH14211,TSS91367,CUFF.43640.1,-,chr7,+,Annotation,8197336,8197336,8197336,8197336
LH14212,TSS91372,P1P2,AC007009.1,chr7,+,"CAGE, primary peaks",8301829,8301856,8301858,8301881
LH14213,TSS91373,"ENST00000435967,CUFF.43719.33,ENST00000606016","RP4-594A5.1,AC007128.1",chr7,+,Annotation,8343375,8343375,8343375,8343375
LH14214,TSS91377,CUFF.43719.43,AC007128.1,chr7,+,Annotation,8376669,8376669,8376669,8376669
LH14215,TSS91378,"CUFF.43654.1,CUFF.43654.2",-,chr7,+,Annotation,8802625,8802625,8802625,8802625
LH14216,TSS91415,CUFF.43664.2,-,chr7,+,Annotation,12297566,12297566,12297566,12297566
LH14217,TSS91416,CUFF.43663.1,-,chr7,+,Annotation,12409992,12409992,12409992,12409992
LH14218,TSS91417,"CUFF.43665.1,CUFF.43665.2",-,chr7,+,Annotation,12443484,12443484,12443484,12443484
LH14219,TSS91448,CUFF.43708.2,-,chr7,+,Annotation,14042857,14042857,14042857,14042857
LH14220,TSS91449,CUFF.43708.6,-,chr7,+,Annotation,14043144,14043144,14043144,14043144
LH14221,TSS91489,CUFF.43717.1,RP11-196O16.1,chr7,+,Annotation,16127220,16127220,16127220,16127220
LH14222,TSS91491,CUFF.43717.4,RP11-196O16.1,chr7,+,Annotation,16128851,16128851,16128851,16128851
LH14223,TSS91493,P1P2,ISPD-AS1,chr7,+,"CAGE, primary peaks",16250124,16250132,16250124,16250132
LH14224,TSS91494,CUFF.43741.12,ISPD-AS1,chr7,+,Annotation,16251767,16251767,16251767,16251767
LH14225,TSS91495,ENST00000436328,ISPD-AS1,chr7,+,Annotation,16308874,16308874,16308874,16308874
LH14226,TSS91496,CUFF.43723.5,-,chr7,+,CAGE permissive peak,16460447,16460451,16460447,16460451
LH14227,TSS91531,P1P2,-,chr7,+,"CAGE, primary peaks",17980172,17980237,17980242,17980250
LH14228,TSS91532,CUFF.43744.1,-,chr7,+,"CAGE, robust peak",19146527,19146538,19146527,19146538
LH14228,TSS91533,CUFF.43744.2,AC003986.6,chr7,+,"CAGE, robust peak",19146527,19146538,19146527,19146538
LH14229,TSS91535,CUFF.43754.2,AC003986.7,chr7,+,"CAGE, robust peak",19157392,19157398,19157392,19157398
LH14230,TSS91556,CUFF.43869.8,AC005062.2,chr7,+,Annotation,20023899,20023899,20023899,20023899
LH14231,TSS91560,CUFF.43872.6,RP11-486P11.1,chr7,+,Annotation,20143884,20143884,20143884,20143884
LH14232,TSS91562,P1P2,AC005083.1,chr7,+,"CAGE, primary peaks",20257225,20257232,20257158,20257168
LH14233,TSS91573,CUFF.43764.1,-,chr7,+,Annotation,20820898,20820898,20820898,20820898
