study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	experiment_title	study_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	sample_alias	sample_title
PRJNA34535	SAMN00849925	SRS308395	SRX190112	SRR578631	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL001SB_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL001 Small Bowel Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL001SB_r1a	polyA-RNA-seq_1196_STL001SB-01a_1	2332599886;2374189946	ad4369129ddb9f39c2cf06301761d7fb;1a64470da6c62e311cbe01c104008451	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578631/SRR578631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578631/SRR578631_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578631/SRR578631_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578631/SRR578631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578631/SRR578631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578631/SRR578631_2.fastq.gz	STL001SB-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00849925	SRS308395	SRX190112	SRR578632	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL001SB_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL001 Small Bowel Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL001SB_r1a	polyA-RNA-seq_1196_STL001SB-01a_2	2339165452;2379522419	ccb112433fc4abcf77c5107499b86087;060f85dd5bbb464db2d4d71b968a3724	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578632/SRR578632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578632/SRR578632_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578632/SRR578632_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578632/SRR578632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578632/SRR578632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578632/SRR578632_2.fastq.gz	STL001SB-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00849925	SRS308395	SRX190112	SRR578633	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL001SB_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL001 Small Bowel Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL001SB_r1a	polyA-RNA-seq_1196_STL001SB-01a_3	2073766857;2105829244	a635a72ffb42ebfcaa569f3132336d2b;4aef61d4508991cdca234edbaa9dc8a4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578633/SRR578633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578633/SRR578633_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578633/SRR578633_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578633/SRR578633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578633/SRR578633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578633/SRR578633_2.fastq.gz	STL001SB-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00849925	SRS308395	SRX190112	SRR578634	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL001SB_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL001 Small Bowel Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL001SB_r1a	polyA-RNA-seq_1196_STL001SB-01a_4	1879674237;1903172770	64ef4d26ac2a9df622527b4936536778;58dff92c7f97a5df5569df55953b893f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578634/SRR578634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578634/SRR578634_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578634/SRR578634_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578634/SRR578634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578634/SRR578634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578634/SRR578634_2.fastq.gz	STL001SB-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00855407	SRS309358	SRX190114	SRR578635	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL001SG_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL001 Sigmoid Colon Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL001SG_r1a	polyA-RNA-seq_1196_STL001SG-01a_1	2164445728;2203099623	7e6e66b7beed1efa099e9e2fd17c610c;deb32bf40de9e2bed273de22299fe415	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578635/SRR578635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578635/SRR578635_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578635/SRR578635_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578635/SRR578635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578635/SRR578635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578635/SRR578635_2.fastq.gz	STL001SG-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00855407	SRS309358	SRX190114	SRR578636	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL001SG_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL001 Sigmoid Colon Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL001SG_r1a	polyA-RNA-seq_1196_STL001SG-01a_2	2169295794;2206490638	0bbd55f5ef3d2514311f01f5b50d35ee;710eaa4219983adc5dee395b5f3f932c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578636/SRR578636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578636/SRR578636_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578636/SRR578636_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578636/SRR578636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578636/SRR578636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578636/SRR578636_2.fastq.gz	STL001SG-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00855407	SRS309358	SRX190114	SRR578637	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL001SG_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL001 Sigmoid Colon Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL001SG_r1a	polyA-RNA-seq_1196_STL001SG-01a_3	1925004183;1954734964	c0de92f645653db5114ea8e10514a6b2;43e078d6a46c25d976e088de9313b0ba	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578637/SRR578637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578637/SRR578637_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578637/SRR578637_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578637/SRR578637_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578637/SRR578637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578637/SRR578637_2.fastq.gz	STL001SG-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00855407	SRS309358	SRX190114	SRR578638	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL001SG_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL001 Sigmoid Colon Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL001SG_r1a	polyA-RNA-seq_1196_STL001SG-01a_4	1745399633;1767304712	62e640e1f759852e2b13505c2fa534f8;8527f42d3682e2f01b82d3fbe466fbec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578638/SRR578638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578638/SRR578638_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578638/SRR578638_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578638/SRR578638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578638/SRR578638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578638/SRR578638_2.fastq.gz	STL001SG-01	Generic sample from Homo sapiens
PRJNA34535	SAMN01085433	SRS348370	SRX190120	SRR578639	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL002OV_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL002 Ovary Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL002OV_r1a	polyA-RNA-seq_1196_STL002OV-01a_5	2252144390;2303239570	f84962da616dea18a68698f8ad3422d6;e497ecceb939fd2633ee43503542f87d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578639/SRR578639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578639/SRR578639_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578639/SRR578639_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578639/SRR578639_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578639/SRR578639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578639/SRR578639_2.fastq.gz	STL002OV-01	Generic sample from Homo sapiens
PRJNA34535	SAMN01085433	SRS348370	SRX190120	SRR578640	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL002OV_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL002 Ovary Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL002OV_r1a	polyA-RNA-seq_1196_STL002OV-01a_6	2262340405;2310009173	27915e7fd52fc702b89cef7bf7fdeedc;66cabfe73dff586dc908a90567a621e4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578640/SRR578640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578640/SRR578640_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578640/SRR578640_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578640/SRR578640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578640/SRR578640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578640/SRR578640_2.fastq.gz	STL002OV-01	Generic sample from Homo sapiens
PRJNA34535	SAMN01085433	SRS348370	SRX190120	SRR578641	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL002OV_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL002 Ovary Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL002OV_r1a	polyA-RNA-seq_1196_STL002OV-01a_7	2097758798;2139635098	48db6615392c1bc69483d341407b6537;8396951b9483cbfc219e4d1f4e1ab17d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578641/SRR578641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578641/SRR578641_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578641/SRR578641_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578641/SRR578641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578641/SRR578641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578641/SRR578641_2.fastq.gz	STL002OV-01	Generic sample from Homo sapiens
PRJNA34535	SAMN01085433	SRS348370	SRX190120	SRR578642	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL002OV_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL002 Ovary Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL002OV_r1a	polyA-RNA-seq_1196_STL002OV-01a_8	1964922203;2003687188	b0c1fdc6ffc176800f13f1f3952cecb9;fc174d61294caf08b326b2963fa04470	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578642/SRR578642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578642/SRR578642_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578642/SRR578642_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578642/SRR578642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578642/SRR578642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578642/SRR578642_2.fastq.gz	STL002OV-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00828739	SRS300640	SRX190122	SRR578643	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL003AD_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL003 Adrenal Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL003AD_r1a	polyA-RNA-seq_1196_STL003AD-01a_5	2051143604;2060649780	dcd151bccab9efbfd62182bf74de341a;508cb8b8909990533e3d21fb15a06aea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578643/SRR578643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578643/SRR578643_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578643/SRR578643_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578643/SRR578643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578643/SRR578643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578643/SRR578643_2.fastq.gz	STL003AD-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00828739	SRS300640	SRX190122	SRR578644	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL003AD_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL003 Adrenal Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL003AD_r1a	polyA-RNA-seq_1196_STL003AD-01a_6	2061518171;2067123833	8d52b884e1669ccc616d089c07808eac;0b847fd081e0f83dd1b27d6d8bdc970e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578644/SRR578644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578644/SRR578644_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578644/SRR578644_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578644/SRR578644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578644/SRR578644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578644/SRR578644_2.fastq.gz	STL003AD-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00828739	SRS300640	SRX190122	SRR578645	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL003AD_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL003 Adrenal Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL003AD_r1a	polyA-RNA-seq_1196_STL003AD-01a_7	1911779287;1913166639	2e45078c27d7d57c46af9b32431cd093;db19ad110f9d10b1e63c27171e6f033e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578645/SRR578645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578645/SRR578645_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578645/SRR578645_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578645/SRR578645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578645/SRR578645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578645/SRR578645_2.fastq.gz	STL003AD-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00828739	SRS300640	SRX190122	SRR578646	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL003AD_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL003 Adrenal Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL003AD_r1a	polyA-RNA-seq_1196_STL003AD-01a_8	1786864227;1787779309	b117e760d4eff468661a660262303794;2e0d443ca84b3a99ff39ac2fbe098269	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578646/SRR578646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578646/SRR578646_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578646/SRR578646_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578646/SRR578646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578646/SRR578646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578646/SRR578646_2.fastq.gz	STL003AD-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00847536	SRS306617	SRX190130	SRR578647	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL003FT_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL003 Fat Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL003FT_r1a	polyA-RNA-seq_1196_STL003FT-01a_5	2167033086;2106974917	d18028532c7ed88887b531fa43da87be;d6aa73fd23863af2f7eed2cd038e2405	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578647/SRR578647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578647/SRR578647_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578647/SRR578647_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578647/SRR578647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578647/SRR578647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578647/SRR578647_2.fastq.gz	STL003FT-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00847536	SRS306617	SRX190130	SRR578648	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL003FT_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL003 Fat Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL003FT_r1a	polyA-RNA-seq_1196_STL003FT-01a_6	2177718454;2115257831	734727f8c0f4bd1424a6d16ced42ce6b;bfa3213141e18073dc7636476abda2c8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578648/SRR578648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578648/SRR578648_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578648/SRR578648_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578648/SRR578648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578648/SRR578648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578648/SRR578648_2.fastq.gz	STL003FT-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00847536	SRS306617	SRX190130	SRR578649	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL003FT_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL003 Fat Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL003FT_r1a	polyA-RNA-seq_1196_STL003FT-01a_7	2017696843;1951708500	489a4b8f2c05e4da296a2d93cb76a499;82059dc7789eed9927965c690f6cbcc0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578649/SRR578649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578649/SRR578649_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578649/SRR578649_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578649/SRR578649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578649/SRR578649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578649/SRR578649_2.fastq.gz	STL003FT-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00847536	SRS306617	SRX190130	SRR578650	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL003FT_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL003 Fat Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL003FT_r1a	polyA-RNA-seq_1196_STL003FT-01a_8	1883802493;1819293866	4cf7d86ed2e2a51fb7bd21c1936418bf;13f3c8222abab770fc6e38d49bb32f7f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578650/SRR578650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578650/SRR578650_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578650/SRR578650_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578650/SRR578650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578650/SRR578650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578650/SRR578650_2.fastq.gz	STL003FT-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00847541	SRS306622	SRX190142	SRR578651	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL003RA_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL003 Right Atrium Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL003RA_r1a	polyA-RNA-seq_1196_STL003RA-01a_5	2294908164;2314847884	7559b634eae7ecb315cdf7fb0a77b49c;031b61b559ef9339cb3f68327171a71d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578651/SRR578651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578651/SRR578651_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578651/SRR578651_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578651/SRR578651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578651/SRR578651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578651/SRR578651_2.fastq.gz	STL003RA-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00847541	SRS306622	SRX190142	SRR578652	ILLUMINA	Illumina HiSeq 2000	polyA-RNA-seq_STL003RA_r1a	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2000 sequencing; polyA RNA sequencing of STL003 Right Atrium Cultured Cells	UCSD Human Reference Epigenome Mapping Project	polyA-RNA-seq_STL003RA_r1a	polyA-RNA-seq_1196_STL003RA-01a_6	2306529012;2322819990	a74990874b05e76d6c0c30a8b52af93c;de8af183adf3b7a2faba7d7f2ca95edb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578652/SRR578652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578652/SRR578652_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578652/SRR578652_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR578/SRR578652/SRR578652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578652/SRR578652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/SRR578652/SRR578652_2.fastq.gz	STL003RA-01	Generic sample from Homo sapiens
