File accession	File format	Software used	Encyclopedia Version	Biosample term id	Biosample type	Tissue	Type	Age	Age	Age Units	Organism	Date	Project	md5sum	Assembly	File Status	Derived from	S3 URL	Size
ENCFF354RTY	bed bed3+	candidate Cis-Regulatory Elements	ENCSR004XPT	candidate Cis-Regulatory Elements	ENCODE v4	muscle of back	tissue	embryonic	115	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	8b51489021039bde2fee20c75087bd93	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/1555ef2c-d6a9-48fe-955a-0d9fcc3ce1db/ENCFF354RTY.bed.gz	17992835
ENCFF469ITP	bed bed3+	candidate Cis-Regulatory Elements	ENCSR717VTW	candidate Cis-Regulatory Elements	ENCODE v4	right kidney	tissue	embryonic	96	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	fff7a494504e8e6d22034f51d2c9dc0f	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/5655f732-ec30-482c-a484-9ba0cc2ab5fe/ENCFF469ITP.bed.gz	17980688
ENCFF718MMU	bed bed3+	candidate Cis-Regulatory Elements	ENCSR711YFZ	candidate Cis-Regulatory Elements	ENCODE v4	cardiovascular progenitor cell	in vitro differentiated cells	embryonic			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	c8a486e5d3e2cccc73c920a6b7164272	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/423dbde1-0502-4be3-b804-96cb77176baa/ENCFF718MMU.bed.gz	18013481
ENCFF937VKF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR138MPV	candidate Cis-Regulatory Elements	ENCODE v4	SK-N-SH	cell line	young adult	4	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	ad4fd51d7c1e1d0fe6fde031e48cecf0	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/7a7ef533-4a40-4a09-9c0a-852199dc9094/ENCFF937VKF.bed.gz	17995384
ENCFF736GKJ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR234XZH	candidate Cis-Regulatory Elements	ENCODE v4	heart	tissue	embryonic	110	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	ad1f285257a1e6d9fa6d1195420e0bee	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/913067d9-74d7-4afd-af9e-d3a66467cc87/ENCFF736GKJ.bed.gz	18002336
ENCFF936RND	bed bed3+	candidate Cis-Regulatory Elements	ENCSR667MJU	candidate Cis-Regulatory Elements	ENCODE v4	gastrocnemius medialis	tissue	adult	54	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	353d5d505ff11bc9968c2534c75aa8af	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/2ab26a8a-44a3-4a53-8d41-df384926479d/ENCFF936RND.bed.gz	17916660
ENCFF946MVC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR855KSI	candidate Cis-Regulatory Elements	ENCODE v4	astrocyte of the cerebellum	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	72f2e349b5d17af7f989de76c2421dcc	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/29c43f62-08a9-40d4-ae22-34344c95ac92/ENCFF946MVC.bed.gz	17929780
ENCFF725OAZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR621SOK	candidate Cis-Regulatory Elements	ENCODE v4	PC-9	cell line	unknown			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	815313232e33f1c5dac6dbb8ae5f0827	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/1e3a97f7-27c7-443a-8bee-95a8874d6387/ENCFF725OAZ.bed.gz	17996881
ENCFF703CYN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR329FRZ	candidate Cis-Regulatory Elements	ENCODE v4	foreskin fibroblast	primary cell	postnatal			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	6ad05de7b863127dc2078728ac828d79	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/580ee09f-47de-4f1b-82e5-30eabd322b6d/ENCFF703CYN.bed.gz	17913388
ENCFF542CTQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR978LWS	candidate Cis-Regulatory Elements	ENCODE v4	UCSF-4	cell line	embryonic			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	b83966c2841232e3a2f5eb9ba4f2bdb8	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/0f15e904-3e83-4b9b-8539-5c5d6e2fecbd/ENCFF542CTQ.bed.gz	17902311
ENCFF973ZJF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR926WOO	candidate Cis-Regulatory Elements	ENCODE v4	epithelial cell of proximal tubule	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	177002703adddb0efb0cd3a5371499b4	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/7dd73fa4-4933-4193-bfe9-04d11edb2c16/ENCFF973ZJF.bed.gz	17962324
ENCFF198ABE	bed bed3+	candidate Cis-Regulatory Elements	ENCSR931DIO	candidate Cis-Regulatory Elements	ENCODE v4	heart	tissue	embryonic	103	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	537c7a3152026c49306c195146e24765	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/428e9283-9eb4-479c-b5a2-ee8eb86216a8/ENCFF198ABE.bed.gz	17975366
ENCFF235TJS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR094CER	candidate Cis-Regulatory Elements	ENCODE v4	HCT116	cell line	adult			Homo sapiens	8/30/17	"Zhiping Weng, UMass"	ca8681bd4ee1ac8fb99b7b3ead6e05bc	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/10448375-10dd-4718-acae-c99042e858f8/ENCFF235TJS.bed.gz	17898218
ENCFF875YRD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR551OAQ	candidate Cis-Regulatory Elements	ENCODE v4	stomach	tissue	adult	34	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	d07281a5f6c5c2b9650334eaf481d3ba	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/069ec49b-58eb-4078-a117-986729175b7b/ENCFF875YRD.bed.gz	18023455
ENCFF522TUB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR202TSG	candidate Cis-Regulatory Elements	ENCODE v4	HUES48	cell line	embryonic			Homo sapiens	8/30/17	"Zhiping Weng, UMass"	db0d071f5958c1e98dc761117acea51b	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/8867c665-d67b-4dfe-a32f-ea9d18068242/ENCFF522TUB.bed.gz	17943379
ENCFF455YBO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR557BGN	candidate Cis-Regulatory Elements	ENCODE v4	SK-N-DZ	cell line	young adult	2	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	e59b6594b313b0f65b7053a30596acde	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/be004591-bf0f-4d10-a787-76440759bd01/ENCFF455YBO.bed.gz	17959945
ENCFF024BEI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR356HRS	candidate Cis-Regulatory Elements	ENCODE v4	kidney epithelial cell	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	b12157d7a89157da66cccd8e60fcbbac	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/9e641cac-9b17-45fd-be2a-26e69791c7a4/ENCFF024BEI.bed.gz	17938864
ENCFF425FRP	bed bed3+	candidate Cis-Regulatory Elements	ENCSR762MNI	candidate Cis-Regulatory Elements	ENCODE v4	thymus	tissue	embryonic	110	day	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	ae8e860d30c94614763a0e819b04338b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/503c2fad-6d5d-4317-8cdc-c9fd7fc7be1c/ENCFF425FRP.bed.gz	17992757
ENCFF035PTC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR510LNR	candidate Cis-Regulatory Elements	ENCODE v4	large intestine	tissue	embryonic	107	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	e206322eaf72bf884db627b5eb99f980	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/0c7b3db4-d30a-4b1f-9a7c-a9afb7cab61d/ENCFF035PTC.bed.gz	17993365
ENCFF317ELR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR058YFV	candidate Cis-Regulatory Elements	ENCODE v4	iPS-20b	cell line	adult	55	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	90e4ed2df885d0186dbb7fd9316b0b57	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/6e7776af-1a24-4759-aea2-f18c9a1a5b0f/ENCFF317ELR.bed.gz	17984125
ENCFF231XXA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR831SIS	candidate Cis-Regulatory Elements	ENCODE v4	astrocyte of the cerebellum	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	61f79a414665bfb737e251d247e73cf3	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/5fb0854c-08e2-4eb1-a6eb-649355b819ff/ENCFF231XXA.bed.gz	17865063
ENCFF968IXF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR663YBH	candidate Cis-Regulatory Elements	ENCODE v4	GM12865	cell line	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	9934947e9a76fdead2c14cf22ddd9fe7	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/da7df6e2-8f92-4282-a84f-b8cb07ae53cd/ENCFF968IXF.bed.gz	17944339
ENCFF058LHW	bed bed3+	candidate Cis-Regulatory Elements	ENCSR213WOV	candidate Cis-Regulatory Elements	ENCODE v4	urinary bladder	tissue	embryonic	76	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	9d9db32650950316cb74ae5ec34b68d7	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/448551ad-3a86-4537-ab22-6abe6ac6a346/ENCFF058LHW.bed.gz	17979582
ENCFF720RSL	bed bed3+	candidate Cis-Regulatory Elements	ENCSR990CSF	candidate Cis-Regulatory Elements	ENCODE v4	muscle of back	tissue	embryonic	105	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	ebcee8cdba48dd28f6315097f0b98dfd	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/24e3ab95-f378-4b03-b819-12187e247182/ENCFF720RSL.bed.gz	17987615
ENCFF194KVL	bed bed3+	candidate Cis-Regulatory Elements	ENCSR931UWK	candidate Cis-Regulatory Elements	ENCODE v4	GM12875	cell line	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	66eb71d93fbb1635d37ca25a6615b66e	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/e43ec902-1264-4f60-85d8-05ec84d1942d/ENCFF194KVL.bed.gz	17964323
ENCFF480HLG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR723OAV	candidate Cis-Regulatory Elements	ENCODE v4	SK-N-MC	cell line	young adult	14	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	41fa949425fd71bdf8797abb6894f091	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/02d1f211-038e-4067-add9-e9ed786a5366/ENCFF480HLG.bed.gz	18007975
ENCFF536UAC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR920IMD	candidate Cis-Regulatory Elements	ENCODE v4	"common myeloid progenitor, CD34-positive"	primary cell	adult	27	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	fecbb157aebb6c352c2c36aa2efc9ec6	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/42820780-5230-4129-8145-e56a95bb2535/ENCFF536UAC.bed.gz	18008792
ENCFF253AZO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR851OSW	candidate Cis-Regulatory Elements	ENCODE v4	kidney	tissue	embryonic	113	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	c9dd64574d408abc0fad82c1433f122c	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/e4171953-c0aa-4d99-9f41-85798db7806f/ENCFF253AZO.bed.gz	17995086
ENCFF682VTN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR965LRO	candidate Cis-Regulatory Elements	ENCODE v4	adrenal gland	tissue	embryonic	85	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	4cf3bb9119e7f6cb8c2a2df0a0d42014	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/56da1798-8193-4062-808e-eb0b1370b58a/ENCFF682VTN.bed.gz	17999011
ENCFF084EUA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR497WUK	candidate Cis-Regulatory Elements	ENCODE v4	thymus	tissue	embryonic	98	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	556fad64a3a7701a27326a89ad88d9fe	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/19ac1711-ba21-4d3a-b189-22f22b047968/ENCFF084EUA.bed.gz	17965122
ENCFF190GRI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR447QPI	candidate Cis-Regulatory Elements	ENCODE v4	IMR-90	cell line	embryonic	16	week	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	5af0dbd3a1210604e5c99a93dea2c38c	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/cef59217-02e7-47d8-a846-d5814e505fdc/ENCFF190GRI.bed.gz	17904716
ENCFF570LUD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR593JKE	candidate Cis-Regulatory Elements	ENCODE v4	IMR-90	cell line	embryonic	16	week	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	cd56810884b95e2a79b4793f70df3da0	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/73a747d6-abd4-4636-a31e-322da6a069de/ENCFF570LUD.bed.gz	18047300
ENCFF095HHV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR062YLM	candidate Cis-Regulatory Elements	ENCODE v4	choroid plexus epithelial cell	primary cell	unknown			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	91d5fa1c5e937060afa160e426a1d7aa	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/885b7377-76a8-4bd5-ba6d-89b8cd035e57/ENCFF095HHV.bed.gz	18074555
ENCFF079VYY	bed bed3+	candidate Cis-Regulatory Elements	ENCSR304WNH	candidate Cis-Regulatory Elements	ENCODE v4	lung	tissue	embryonic	58	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	55951fce075144facf25b93a16536327	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/869893b9-615c-4820-b0dd-769d07f56738/ENCFF079VYY.bed.gz	18017251
ENCFF255KCJ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR010BPJ	candidate Cis-Regulatory Elements	ENCODE v4	HeLa-S3	cell line	adult	31	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	ebc9ff77bbc37848b340bb24e6457522	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/b4e9b185-5a2e-449e-80fd-e3614b25b5c9/ENCFF255KCJ.bed.gz	17974331
ENCFF043RVP	bed bed3+	candidate Cis-Regulatory Elements	ENCSR695ZHR	candidate Cis-Regulatory Elements	ENCODE v4	spinal cord	tissue	embryonic	105	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	e6747f876d20a467e1663c2b3c4f50ad	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/a4a1675b-4ea0-4985-a380-9ceac441ed81/ENCFF043RVP.bed.gz	17972035
ENCFF624WED	bed bed3+	candidate Cis-Regulatory Elements	ENCSR962NFD	candidate Cis-Regulatory Elements	ENCODE v4	astrocyte of the cerebellum	primary cell	unknown			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	2dd80b43c84ba49b897cea717edee4f0	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/bed2b59d-c894-4f43-9340-e714ee495542/ENCFF624WED.bed.gz	18023882
ENCFF820VTK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR488YVC	candidate Cis-Regulatory Elements	ENCODE v4	astrocyte	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	8c462e9de27c880bc3d35f1ed45ddab3	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/44046be4-087d-4cd9-8aa1-626c87eed223/ENCFF820VTK.bed.gz	17914588
ENCFF966ILD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR033YLW	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of lung	primary cell	embryonic	12	week	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	851105053ee86c71600a418e61f63912	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/cd2434ce-1618-41c5-a926-8020dd55fb43/ENCFF966ILD.bed.gz	17948684
ENCFF551KMS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR443LJT	candidate Cis-Regulatory Elements	ENCODE v4	muscle of leg	tissue	embryonic	115	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	5775109745cbff68afc3c3c1160f6cfa	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/bff1d91c-1da9-429f-861b-6753b1109a8d/ENCFF551KMS.bed.gz	17971758
ENCFF733IXW	bed bed3+	candidate Cis-Regulatory Elements	ENCSR030HNR	candidate Cis-Regulatory Elements	ENCODE v4	HCT116	cell line	adult			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	411fe247d8e42ce4f1aaa950ec8abe05	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/8bc602b1-2d99-49f7-8295-d6e9eb1864ca/ENCFF733IXW.bed.gz	17987578
ENCFF359RWI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR425ZPH	candidate Cis-Regulatory Elements	ENCODE v4	muscle of arm	tissue	embryonic	96	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	62edb591d7b1fdafc3af1850264ac5d0	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/96611bac-fb81-4f4f-916b-a8d9e512f803/ENCFF359RWI.bed.gz	17999626
ENCFF666OXZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR435AOE	candidate Cis-Regulatory Elements	ENCODE v4	foreskin fibroblast	primary cell	postnatal			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	dee4dcea776153ccb8d74d6e772c39d5	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/ca19297a-445b-4b9e-9c3a-0d1876f29242/ENCFF666OXZ.bed.gz	17955925
ENCFF431ZXN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR957ATP	candidate Cis-Regulatory Elements	ENCODE v4	kidney	tissue	embryonic	120	day	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	7a144c4d91a89790e540d3cdbfdb9d77	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/8dc74438-132f-49ba-b40a-390ffacf2a12/ENCFF431ZXN.bed.gz	17993077
ENCFF932RJS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR200ZEI	candidate Cis-Regulatory Elements	ENCODE v4	foreskin fibroblast	primary cell	postnatal			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	6fa60d6eb5a88cc55c751e18843506da	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/3622d71d-2dae-4f3b-b7bc-02a81255dd46/ENCFF932RJS.bed.gz	18051502
ENCFF854OPC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR418WTK	candidate Cis-Regulatory Elements	ENCODE v4	adrenal gland	tissue	embryonic	97	day	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	51da5f9db19bff1a8559a3581daef143	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/8224aa08-0fad-4ce3-81a0-9ee035325369/ENCFF854OPC.bed.gz	18021972
ENCFF603RBB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR850KLS	candidate Cis-Regulatory Elements	ENCODE v4	kidney	tissue	embryonic	105	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	300a7247637e8b675a830aaf1a0c7aa2	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/c8505bd4-d866-4ca9-8a35-725e5fbe84e4/ENCFF603RBB.bed.gz	17984523
ENCFF405NYU	bed bed3+	candidate Cis-Regulatory Elements	ENCSR410KKR	candidate Cis-Regulatory Elements	ENCODE v4	tongue	tissue	embryonic	76	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	708046191dd2ac87f3747355ad9c2797	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/1893bf3f-4e56-4409-8b61-6d3dabe95380/ENCFF405NYU.bed.gz	18035325
ENCFF959NAB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR819RCC	candidate Cis-Regulatory Elements	ENCODE v4	kidney	tissue	embryonic	82	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	86a053ec67fd751b61445c281f349b6b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/bd2a28d1-0769-4b55-ae84-4ba3a36b299e/ENCFF959NAB.bed.gz	18018360
ENCFF002VOX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR705TSL	candidate Cis-Regulatory Elements	ENCODE v4	adrenal gland	tissue	adult	54	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	81b2d1bdd73c99bfa885dbe9f61156af	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/d9f44956-72a7-49a2-ba7a-5e7b6772c3d0/ENCFF002VOX.bed.gz	17909422
ENCFF460TGC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR564MXW	candidate Cis-Regulatory Elements	ENCODE v4	right lung	tissue	embryonic	110	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	94bceca563918d14f03a0b8a20873887	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/b79009d2-fe4a-44ae-b6af-830ebe1feb84/ENCFF460TGC.bed.gz	17994102
ENCFF611IMR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR879KIV	candidate Cis-Regulatory Elements	ENCODE v4	muscle of back	tissue	embryonic	98	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	dbc4c739b50ea82baaca6ce57a734f57	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/5ee151f0-891a-4169-8676-d004b3db1cf1/ENCFF611IMR.bed.gz	18008361
ENCFF572RCS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR248LFJ	candidate Cis-Regulatory Elements	ENCODE v4	mesodermal cell	in vitro differentiated cells	embryonic			Homo sapiens	8/30/17	"Zhiping Weng, UMass"	20bb93769f2fb8833e6b1956ab139163	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/f2dd2cd3-0bce-4245-8bf5-aa77020a0f34/ENCFF572RCS.bed.gz	17915613
ENCFF568SDS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR046JAW	candidate Cis-Regulatory Elements	ENCODE v4	lung	tissue	embryonic	108	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	0478012536b1b8082f83ea159ffd93a3	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/6a14b7da-dbcc-448e-ae73-1062303c451a/ENCFF568SDS.bed.gz	18011945
ENCFF809OBB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR102TXQ	candidate Cis-Regulatory Elements	ENCODE v4	neutrophil	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	74f83ae295b68f6080f3d56c43d59c30	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/2a1c8de9-0ece-46bf-9fef-144a0c690490/ENCFF809OBB.bed.gz	17916663
ENCFF889FYQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR676GGG	candidate Cis-Regulatory Elements	ENCODE v4	left lung	tissue	embryonic	107	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	607be577a535211afd1cdba346b4331c	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/f772b827-ae79-45df-87bf-128ff63bbf83/ENCFF889FYQ.bed.gz	18004336
ENCFF935CQQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR912CHG	candidate Cis-Regulatory Elements	ENCODE v4	L1-S8	cell line	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	8aadf7948c9f8747bfd24a04c77681ce	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/fca09cd2-d363-4ddd-9e2b-a97f016500d0/ENCFF935CQQ.bed.gz	18021456
ENCFF549MVA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR363VGJ	candidate Cis-Regulatory Elements	ENCODE v4	muscle of trunk	tissue	embryonic	115	day	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	3824baaf52a1c55cf3f87986c475147b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/cfb56a5a-76a3-4d74-b45a-3562ddf2ba28/ENCFF549MVA.bed.gz	18036945
ENCFF414OWF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR869GDP	candidate Cis-Regulatory Elements	ENCODE v4	KBM-7	cell line	adult	44	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	28eb6f5c8d6af07e715f18164a0a56b5	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/4caa71bf-fd70-4b88-ad33-94a1129ead77/ENCFF414OWF.bed.gz	18020296
ENCFF700KAW	bed bed3+	candidate Cis-Regulatory Elements	ENCSR960OIX	candidate Cis-Regulatory Elements	ENCODE v4	iPS DF 19.11	cell line	postnatal			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	c29d4a3de0df6d7ab536fcca2a380201	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/701a45f6-44f1-450d-8c0e-48bc12abbeb4/ENCFF700KAW.bed.gz	18038906
ENCFF073YBY	bed bed3+	candidate Cis-Regulatory Elements	ENCSR852UXB	candidate Cis-Regulatory Elements	ENCODE v4	GM10266	cell line	unknown	38	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	9d22e70dae1fac801f6d6f50052190c5	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/8cb426c1-296c-45f5-b07a-f0ba7da8f427/ENCFF073YBY.bed.gz	17936388
